name,lat,long,L,KM6
2754,40.8827,-73.85910799999999,306346,1
2755,28.604436,-81.80901999999999,757324,1
2756,42.368978000000006,-82.930235,634294,1
2757,52.513386,-2.1155,607474,0
2758,40.74969,-86.761989,158594,1
2759,38.684651,29.445027000000003,701579,0
2760,34.348023,134.038939,597084,3
2761,40.848546,-74.126302,970443,1
2762,38.282007,-86.96141,530527,1
2763,11.798005,-0.368149,147460,5
2764,34.112852000000004,-118.103756,65573,1
2765,13.913434,-90.830979,347746,1
2766,46.159797,14.566104999999999,410365,0
2767,54.551281,52.81965600000001,714258,0
2768,41.031263,14.336401,990020,0
2769,13.681641,44.751424,407881,5
2770,53.153889,25.997204999999997,941355,0
2771,15.484482,120.94989299999999,275516,3
2772,35.152864,-119.443793,582996,1
2773,-8.172805,114.36391499999999,977364,2
2774,45.085386,-83.441909,113896,1
2775,47.578508,18.445915,624292,0
2776,41.909963,42.02219,142698,0
2777,20.369263,-99.96715,741242,1
2778,45.553271,-93.24972199999999,719707,1
2779,32.680638,-97.44371600000001,332435,1
2780,41.186384000000004,48.998295,652414,0
2781,32.678573,-115.478429,411016,1
2782,36.970523,-76.619419,858737,1
2783,41.636669,22.472312,432472,0
2784,42.656619,-87.943201,258098,1
2785,47.115296,-104.715981,330946,1
2786,41.540844,113.52058500000001,692525,3
2787,46.314116999999996,-72.55074300000001,401438,1
2788,39.447977,-84.207532,372743,1
2789,-6.7596240000000005,-79.812813,341078,4
2790,35.304865,-106.56278400000001,470071,1
2791,28.518572999999996,-82.379377,990585,1
2792,10.675311,-74.93675,887754,4
2793,46.352626,-72.536998,837591,1
2794,37.659445,126.83479399999999,274814,3
2795,47.546966999999995,-122.054299,7591,1
2796,28.726294,-99.821063,625824,1
2797,34.556691,-82.478527,287254,1
2798,45.802991,-108.543726,455666,1
2799,2.7331380000000003,23.802788,41370,5
2800,33.801171999999994,-118.179074,497092,1
2801,18.067201,-15.934496,859962,5
2802,41.349684,-111.989299,7587,1
2803,39.006102,48.645896,260077,0
2804,40.275515000000006,-76.94583,439529,1
2805,6.815877,29.693856,562117,5
2806,55.374087,43.772781,370030,0
2807,8.962005,-67.45010500000001,342145,4
2808,38.283972,-122.283353,219575,1
2809,40.398958,-105.533093,263453,1
2810,23.222029,-106.246669,64465,1
2811,42.777281,-86.101162,912668,1
2812,10.541938,-61.450191000000004,2835143,4
2813,5.925975,-55.103917,542334,4
2814,57.058811,25.822658999999998,767222,0
2815,35.606157,-87.058501,834656,1
2816,10.273428,9.886186,724300,5
2817,25.333585999999997,83.028459,534847,3
2818,24.735967000000002,121.74138400000001,995805,3
2819,52.427171,30.9905,195396,0
2820,43.199215,27.897577000000002,389030,0
2821,34.846388,-89.984963,949717,1
2822,1.736014,33.600722999999995,799868,5
2823,42.745430999999996,20.787944,59944,0
2824,-21.984802,-47.387386,793333,4
2825,44.851741,11.624782000000002,188312,0
2826,38.054243,-85.62898100000001,569726,1
2827,7.018046000000001,-9.488255,946909,5
2828,14.774744,-88.774425,176383,1
2829,32.330495,-6.366605,860075,0
2830,26.631725,-82.000056,197140,1
2831,49.349145,23.516061999999998,829399,0
2832,1.133081,33.176389,374387,5
2833,38.645168,-90.582927,440217,1
2834,39.061391,-77.150109,401145,1
2835,37.248356,-76.689423,619358,1
2836,56.219212,23.641398000000002,773497,0
2837,43.198716999999995,140.989933,490896,3
2838,39.403975,-74.498922,118335,1
2839,50.24476,-91.927061,413201,1
2840,39.054641,-84.44476,936418,1
2841,43.861338,-92.52385699999999,541763,1
2842,44.245069,-76.511103,214723,1
2843,-21.149773,-42.947774,346299,4
2844,42.989585999999996,-89.467253,931204,1
2845,45.177065999999996,-122.88596499999998,769258,1
2846,-8.494175,179.231101,11458,2
2847,38.889383,-94.661069,301494,1
2848,-7.995091,-34.823434000000006,608626,4
2849,39.608075,47.137733000000004,479666,0
2850,43.674293,-70.316163,168038,1
2851,4.9535730000000004,6.312606,617442,5
2852,44.673567,-88.026885,424945,1
2853,-33.035722,-71.491292,421569,4
2854,36.452954,10.770463000000001,801747,0
2855,35.887388,14.449499,876518,0
2856,15.908216,2.400025,376876,5
2857,55.581168999999996,71.35584200000001,336564,3
2858,19.253552,76.778999,326626,3
2859,5.142968,-52.62459499999999,770779,4
2860,70.116488,29.751359000000004,276231,0
2861,39.044014000000004,-94.13130699999999,962931,1
2862,42.289602,-85.20475400000001,26641,1
2863,41.854104,-87.868806,689086,1
2864,42.585254,-83.62313,745796,1
2865,42.531456,43.146388,838510,0
2866,32.634909,-97.288256,24923,1
2867,4.888166,29.468985999999997,59132,5
2868,-3.491975,23.418910999999998,844258,5
2869,32.218311,-80.895081,110700,1
2870,43.672931,-70.39323399999999,229246,1
2871,41.384048,-89.510733,163529,1
2872,11.496795,104.93401599999999,220820,3
2873,32.020059,-81.166996,353584,1
2874,19.322149,84.78120600000001,309677,3
2875,35.830892,14.457548000000001,597664,0
2876,9.105350999999999,6.009257,71337,5
2877,-6.731125,108.55561499999999,718620,2
2878,47.502112,28.381090999999998,621065,0
2879,41.027432,-74.128824,867895,1
2880,38.588609000000005,-90.481718,700958,1
2881,42.522416,-87.841528,383657,1
2882,-25.452897,-56.454696,375783,4
2883,0.273926,36.534884999999996,777613,5
2884,41.300625,-111.959657,806552,1
2885,46.689795000000004,15.969247,483949,0
2886,41.034969,-73.672781,614381,1
2887,51.248352000000004,-58.62891,456953,1
2888,22.683235999999997,120.457719,4442118,3
2889,41.553789,60.643741000000006,546917,0
2890,48.469698,-81.365134,600729,1
2891,6.69446,121.968901,499049,3
2892,37.042038,-76.34399,676749,1
2893,-21.980349,16.939843,279366,5
2894,-15.466104000000001,-69.454876,228356,4
2895,50.94825,11.06091,514585,0
2896,43.232275,-86.229241,304543,1
2897,39.891083,-76.625548,306730,1
2898,45.599396,13.93465,223197,0
2899,34.481401,-91.529877,125311,1
2900,-11.57076,160.07046499999998,333681,2
2901,11.788996000000001,-0.374752,686390,5
2902,-12.786722,-74.977204,992185,4
2903,46.872657000000004,29.505985,884209,0
2904,-1.15467,36.808333000000005,981090,5
2905,40.909112,45.159051,194871,0
2906,38.160107,-79.062511,999167,1
2907,28.651052000000004,-106.07418500000001,120580,1
2908,-10.013689,14.9022,82349,5
2909,19.511288,-71.061002,861667,1
2910,50.956711999999996,11.044405000000001,156604,0
2911,40.537513,-81.471676,446887,1
2912,38.880225,-94.395338,141542,1
2913,38.045392,-97.35470699999999,785578,1
2914,47.312458,-122.205927,934533,1
2915,-29.902635999999998,-71.211667,335358,4
2916,48.378184999999995,9.999516,256551,0
2917,50.287671,57.145759,5044,0
2918,41.488848,20.54005,466592,0
2919,7.249480999999999,100.55660999999999,928886,3
2920,42.185434,69.890489,459360,3
2921,40.858191,-73.96519599999999,823738,1
2922,35.806374,14.484226999999999,343420,0
2923,49.432756,26.970278999999998,852322,0
2924,41.201069,21.169627,845970,0
2925,35.570135,-97.594004,680283,1
2926,10.618497,12.154284,233886,5
2927,1.841881,73.494619,24488,3
2928,40.054821000000004,-86.157662,236107,1
2929,40.852748,-73.63954,29315,1
2930,54.01720699999999,23.995107,264711,0
2931,42.851319000000004,20.847373,194880,0
2932,29.312192,-95.03035799999999,677560,1
2933,28.346273999999998,82.169558,756970,3
2934,34.535537,45.589193,374913,0
2935,36.439939,28.239499,646089,0
2936,32.800866,110.819373,392625,3
2937,9.072410000000001,7.543069999999999,144682,5
2938,28.678898999999998,-106.113615,768710,1
2939,39.832246000000005,-75.696574,594842,1
2940,42.206247999999995,-87.797206,770311,1
2941,-30.305529999999997,-66.31798,627368,4
2942,-22.844653,31.94828,190324,5
2943,-32.719901,-70.741568,493234,4
2944,39.219302,46.422655999999996,409626,0
2945,-26.494687,-49.105309999999996,536823,4
2946,11.369447000000001,16.17194,68067,5
2947,47.834042,-116.86961000000001,567277,1
2948,29.646176,-95.892059,55017,1
2949,18.921947,-3.533063,278605,5
2950,42.848361,-78.280291,536535,1
2951,44.74978,17.201191,264717,0
2952,44.270782000000004,-85.42558000000001,787961,1
2953,45.819559999999996,-88.093863,793918,1
2954,29.085803000000002,-95.65001600000001,374579,1
2955,40.465337,-78.615936,24369,1
2956,41.893429,12.473388,576446,0
2957,-8.641125,115.19880800000001,385122,2
2958,53.64465799999999,-2.160689,870873,0
2959,33.367706,69.912722,846813,3
2960,-16.492915,145.47904499999999,966565,2
2961,40.655378000000006,-74.415712,703381,1
2962,35.945907,-85.444133,259252,1
2963,32.826305,-97.095656,510392,1
2964,34.479471000000004,-82.03026899999999,3391765,1
2965,40.691894,-75.461347,151142,1
2966,-19.043810999999998,-68.362688,548263,4
2967,-1.464487,40.056832,327151,5
2968,61.153180000000006,-149.09571499999998,162692,1
2969,48.740798,-91.63444399999999,649702,1
2970,42.26115,-83.200879,711013,1
2971,18.659570000000002,-91.828085,852499,1
2972,37.812774,-85.961931,39856,1
2973,60.165422,24.916631,654918,0
2974,-5.12467,-49.274051,668360,4
2975,37.989725,-121.97330600000001,918005,1
2976,38.337367,-120.775355,113028,1
2977,51.623205,-3.226957,262742,0
2978,35.886952,-81.54683,630673,1
2979,12.077555,-61.751378,911720,4
2980,29.511057,-97.439812,649611,1
2981,39.999103999999996,47.493897,816013,0
2982,56.373424,-3.478763,719512,0
2983,37.607942,-120.94045700000001,849589,1
2984,-1.8529080000000002,11.0107,134284,5
2985,28.598823,-81.548928,954664,1
2986,42.015707,-71.497879,288255,1
2987,32.73725,-97.391099,898295,1
2988,-33.492335,-56.925339,239229,4
2989,31.581233,120.31214399999999,206238,3
2990,-16.304852,-38.979571,760980,4
2991,35.279456,-120.676503,193218,1
2992,40.885113,-73.965975,740895,1
2993,35.756476,-84.338486,163432,1
2994,-17.969544,122.250123,864454,2
2995,42.980299,-74.36394200000001,567935,1
2996,-29.148221000000003,-59.66109300000001,344243,4
2997,38.745835,-90.277406,265306,1
2998,44.771692,-68.721036,36085,1
2999,46.302658,15.026891,10064,0
3000,11.089806,77.298648,544845,3
3001,39.180040999999996,-84.328567,411632,1
3002,42.445719,-88.265569,215156,1
3003,47.850483000000004,16.538889,281427,0
3004,32.813921,110.84418799999999,210225,3
3005,42.24324,-8.742742,504497,0
3006,-27.125548,-48.943082000000004,38837,4
3007,28.773839000000002,-81.251762,895259,1
3008,38.410377000000004,-81.857967,500588,1
3009,34.840165,-5.5754470000000005,730781,0
3010,15.108119,36.633164,935235,5
3011,49.870415,24.026559,525363,0
3012,33.166554999999995,-96.603445,779306,1
3013,38.545425,-8.903279,131714,0
3014,42.772362,-71.507951,937813,1
3015,37.017949,-85.936888,445120,1
3016,51.461574,-0.350553,787989,0
3017,39.942974,-82.881529,664839,1
3018,45.676859,63.267297,163402,0
3019,-22.953853,30.480178000000002,930289,5
3020,-2.3859939999999997,11.360078999999999,77710,5
3021,45.948643,-94.391285,306948,1
3022,33.957515,68.975142,225163,3
3023,42.455534,-82.92152,332619,1
3024,61.881223999999996,-121.319736,858061,1
3025,51.459246,0.136687,843513,0
3026,14.584202,121.049646,676572,3
3027,31.282328000000003,-110.908505,213681,1
3028,-21.777172,-43.349061999999996,823586,4
3029,16.259932,-0.090766,321526,5
3030,-5.5538110000000005,12.215398,616495,5
3031,30.050019,31.232670000000002,175057,0
3032,-29.297432,29.091709,489853,5
3033,-53.128910999999995,-70.94117299999999,284704,4
3034,-29.706186,152.968818,364028,2
3035,-19.997757,23.45348,309105,5
3036,61.639448,147.90878600000002,702147,3
3037,38.756062,-90.452248,729516,1
3038,-34.617986,117.67426499999999,45691,2
3039,62.429328000000005,-77.923692,181616,1
3040,24.282106,55.782264,2277364,0
3041,10.721997,121.93827900000001,213039,3
3042,34.259049,-80.598703,956382,1
3043,56.581518,104.077395,236695,3
3044,13.485617999999999,-86.576296,179926,1
3045,39.401475,-77.845111,19989,1
3046,41.721410999999996,82.937671,838976,3
3047,14.126923000000001,98.206448,25163,3
3048,40.562655,48.390215999999995,728640,0
3049,10.300968,22.758997,403899,5
3050,14.401935,121.02454099999999,464449,3
3051,-10.686492999999999,-48.423978999999996,126743,4
3052,24.538999,-104.761433,188042,1
3053,43.300487,-2.899159,581313,0
3054,43.155597,-76.336523,462991,1
3055,17.889316,-76.432505,671898,1
3056,13.649070000000002,123.165878,756716,3
3057,34.158938,-118.13681399999999,476066,1
3058,-2.525276,14.728489999999999,326304,5
3059,32.942285999999996,-111.5246,862239,1
3060,37.966148,-122.28645300000001,790919,1
3061,44.596282,-123.296632,301312,1
3062,43.635391999999996,-89.822725,68515,1
3063,49.241606,143.06384,904552,3
3064,44.506059,-73.192621,610165,1
3065,55.644399,51.843042,26639,0
3066,32.803517,-115.567599,836293,1
3067,-34.656426,-59.407973,539000,4
3068,-27.152862,-109.427297,6312,4
3069,32.521984,-82.954861,627726,1
3070,52.155582,0.148465,69231,0
3071,15.071941,120.668695,150998,3
3072,-8.049688,-34.908167999999996,512079,4
3073,25.733756,-103.01630300000001,639246,1
3074,-12.274941,49.29583,995831,5
3075,-21.544304999999998,-64.741493,598545,4
3076,41.636288,-74.728172,973248,1
3077,44.219277000000005,-69.805337,933341,1
3078,40.866036,-74.10521800000001,981114,1
3079,32.512910999999995,-87.838211,470605,1
3080,37.915124,58.503036,578653,0
3081,3.7834,47.322824,663897,5
3082,66.71064799999999,34.308619,342704,0
3083,-40.322849,-72.9633,872755,4
3084,27.6262,89.835464,599476,3
3085,55.402131999999995,78.362317,872186,3
3086,35.650678000000006,139.328768,747599,3
3087,28.593246,-81.896672,106895,1
3088,-32.837559000000006,-70.5895,976770,4
3089,45.490573,19.258661,26154,0
3090,-36.703078999999995,-73.125571,119765,4
3091,31.200039,115.026922,804708,3
3092,30.226581,120.21646000000001,454358,3
3093,51.448646000000004,-0.217236,944613,0
3094,49.129117,140.221576,818094,3
3095,36.8839,-104.44623100000001,868551,1
3096,35.890267,14.478979999999998,17952,0
3097,33.700233000000004,1.025261,665389,0
3098,43.16321,22.581675,260867,0
3099,41.757867,22.213178,747839,0
3100,16.530276,104.79561,9903,3
3101,34.358378,-89.523323,173370,1
3102,-7.029576,113.82599099999999,985445,2
3103,-32.812228000000005,-56.492027,457568,4
3104,51.356278,12.402499,608364,0
3105,39.130602,-91.91018000000001,473890,1
3106,56.497611,43.618462,516035,0
3107,22.128117,-78.593335,735486,1
3108,-6.917617,107.585631,75152,3
3109,-15.389232999999999,34.677557,977233,5
3110,-26.27208,28.440852000000003,520234,5
3111,34.028825,-94.355312,324565,1
3112,4.892291999999999,29.47356,824212,5
3113,57.110918000000005,24.713189,538346,0
3114,-27.692691999999997,114.15898600000001,534375,2
3115,9.259507000000001,0.773163,345613,5
3116,40.826956,-81.258673,1797074,1
3117,30.361006,-97.531038,120792,1
3118,27.815309999999997,-97.676009,25856,1
3119,18.646441,78.05742,169285,3
3120,46.305489,15.043682,45068,0
3121,48.374272,-119.52743000000001,486054,1
3122,-17.006165,-72.001198,677855,4
3123,37.468503000000005,57.320584999999994,478995,0
3124,37.267249,55.146139,199359,0
3125,-36.875324,174.757508,41563,2
3126,40.587485,-80.18900500000001,813314,1
3127,41.863281,-88.138977,331201,1
3128,0.806157,32.466389,952642,5
3129,40.447748,49.742802000000005,46149,0
3130,42.03213,23.098803,714301,0
3131,41.097288,-85.13829100000001,748057,1
3132,59.253692,15.182928,95565,0
3133,31.295009999999998,-96.900806,903782,1
3134,-15.873204999999999,-52.259488,594796,4
3135,59.564629000000004,150.843071,880668,3
3136,43.726678,-79.435047,877905,1
3137,42.49031,21.582968,653852,0
3138,31.373397999999998,-110.94344299999999,272958,1
3139,39.816368,47.133025,616974,0
3140,40.230539,-111.674769,447266,1
3141,46.409979,15.572301000000001,963472,0
3142,13.396161,-15.692422,521072,5
3143,27.405415,85.013805,66731,3
3144,52.522181,13.383003,220150,0
3145,34.670007,50.947661,52839,0
3146,35.352731,-119.044306,542156,1
3147,1.453047,124.864526,402157,2
3148,-7.4503699999999995,112.438402,769186,2
3149,-22.284283,166.402241,187541,2
3150,51.745389,36.192415000000004,40435,0
3151,40.144664,-88.956888,673807,1
3152,38.648263,-90.446301,795534,1
3153,52.658164,70.417375,463482,3
3154,44.498816,-89.572965,816438,1
3155,53.83479200000001,-1.581931,695485,0
3156,45.778894,14.518795,219773,0
3157,45.634011,14.875838,717160,0
3158,48.298328000000005,72.850158,283232,3
3159,35.458103,-81.22462900000001,908355,1
3160,-0.21464299999999997,-78.489467,395501,4
3161,35.880485,14.455063,26485,0
3162,54.56470600000001,-1.568511,46330,0
3163,-13.719557,-61.852208999999995,804556,4
3164,35.445667,-94.806725,506232,1
3165,42.384724,-73.829491,914469,1
3166,11.763297999999999,34.350928,64720,5
3167,39.154586,-75.5069,514896,1
3168,9.546872,1.2409,582428,5
3169,41.360653000000006,-74.305852,183268,1
3170,56.916968999999995,24.025218,213445,0
3171,34.054093,-118.77588,433894,1
3172,35.245090000000005,-106.60437900000001,900620,1
3173,47.161396,-122.54376,651344,1
3174,25.68042,100.181106,489808,3
3175,15.878589000000002,74.48444599999999,551881,3
3176,38.981168,-76.959559,698021,1
3177,39.390166,22.972220999999998,303332,0
3178,10.363215,105.412426,861312,3
3179,6.752714999999999,-61.607445999999996,139518,4
3180,23.207031,-106.226302,231412,1
3181,-10.534919,32.0341,274722,5
3182,-34.601034000000006,138.742493,642561,2
3183,41.246204,-73.087338,314194,1
3184,13.599509,124.255665,949185,3
3185,7.981916,-80.444828,2842,4
3186,54.360668999999994,60.79513299999999,35041,0
3187,4.669649,97.982485,48597,3
3188,36.846958,-87.474919,942231,1
3189,39.541990999999996,-87.090849,611349,1
3190,-17.302141,-48.287107,250223,4
3191,41.812862,-87.95281700000001,430923,1
3192,3.8419589999999997,23.641402,1862943,5
3193,40.787110999999996,-73.991539,436428,1
3194,32.901089,-84.29398499999999,735331,1
3195,38.21371,128.55686599999999,465925,3
3196,49.589908,81.055797,77912,3
3197,8.566682,123.365765,567534,3
3198,35.84975,14.490255,15187,0
3199,-8.411066,-74.52035,960979,4
3200,33.984469,-118.24385,876445,1
3201,37.72399,-121.43370800000001,814574,1
3202,26.865965000000003,112.59318400000001,302199,3
3203,33.585546,-92.068899,239135,1
3204,30.422615000000004,-109.64796899999999,171630,1
3205,38.81299,-94.42734,249312,1
3206,-23.192894,-65.325761,951324,4
3207,45.119177,-93.182965,372167,1
3208,58.99503000000001,24.782917,900787,0
3209,5.6769739999999995,73.007776,145039,3
3210,37.122582,-76.55365,531009,1
3211,26.308821999999996,-97.971473,729940,1
3212,23.523641,120.440051,224629,3
3213,62.896969999999996,27.676021000000002,237204,0
3214,42.681132,23.297636999999998,687198,0
3215,27.517898,-81.797253,475594,1
3216,41.547948999999996,-72.790121,888710,1
3217,47.508594,21.628048,288790,0
3218,-34.003001,-58.290985,970987,4
3219,39.557352,47.136284,608501,0
3220,54.643060999999996,-5.648301,952733,0
3221,42.924308,-74.640423,231369,1
3222,55.810973,-98.850946,10577,1
3223,-6.42807,38.881461,770407,5
3224,44.30023,-94.475549,136305,1
3225,-8.872047,33.442704,590525,5
3226,-23.606931,-48.055085,1248,4
3227,-25.072057,-130.09988,67628,4
3228,2.485929,33.492829,603434,5
3229,1.9952779999999999,33.65883,170635,5
3230,15.672645000000001,-13.249656,504758,5
3231,-3.260395,30.983362,610195,5
3232,52.013453999999996,113.42783700000001,303705,3
3233,9.264128999999999,-70.588752,100364,4
3234,-2.561754,30.074996000000002,751977,5
3235,-1.157333,136.033858,110956,2
3236,67.755686,77.519811,621164,3
3237,-5.375742,26.982795,955503,5
3238,-26.653904999999998,27.967076000000002,332183,5
3239,11.716866,79.777114,839324,3
3240,5.317425,163.019566,267696,2
3241,43.052978,-83.815092,648102,1
3242,4.096528,30.66217,910925,5
3243,45.199324,-93.497698,960261,1
3244,-16.114227,46.669607,76185,5
3245,0.9027719999999999,33.953665,409609,5
3246,41.026756,-95.715378,601090,1
3247,17.032879,54.084375,983208,5
3248,41.481328000000005,-71.34185699999999,521582,1
3249,43.6392,122.259332,171493,3
3250,39.508303000000005,-104.86905,935908,1
3251,37.514988,-120.852122,46758,1
3252,47.772475,39.93805,484234,0
3253,32.471816,-86.475494,780687,1
3254,40.027353000000005,-86.443353,624704,1
3255,40.561765,-90.025245,698865,1
3256,32.651983,-115.467257,417346,1
3257,12.088728999999999,15.057989000000001,326037,5
3258,42.22469,-87.950568,653236,1
3259,43.091844,25.635748,950362,0
3260,-54.317598,-36.506344,58448,4
3261,13.637388,123.180224,505890,3
3262,39.640859999999996,-84.143068,419904,1
3263,51.455264,0.153752,806011,0
3264,41.701213,-88.113427,424270,1
3265,40.329984,48.164021999999996,801940,0
3266,32.617157,-83.681005,233737,1
3267,28.847145,-81.722763,885402,1
3268,24.380241,88.636634,2465745,3
3269,9.211397,-10.12117,997145,5
3270,-0.603731,-47.320958000000005,60441,4
3271,58.212093,68.265355,559877,3
3272,26.552766,31.697313,296499,0
3273,-14.85721,-40.804489000000004,596265,4
3274,40.063542,-76.28364599999999,355137,1
3275,54.005611,24.001105,836107,0
3276,20.12014,94.93374,691521,3
3277,41.579198999999996,-81.359837,180997,1
3278,17.936381,77.525614,580659,3
3279,29.371171999999998,-95.268252,656950,1
3280,41.464087,-88.261051,297403,1
3281,58.838914,-122.52586299999999,566395,1
3282,44.67576,-74.9542,926465,1
3283,37.608464,-120.858392,802651,1
3284,11.749167,124.863863,209686,3
3285,42.201161,-72.659398,416092,1
3286,38.527764000000005,-121.551592,732836,1
3287,35.932463,14.388446,648411,0
3288,41.11013,111.43446999999999,595595,3
3289,-23.384694,-51.434937,394304,4
3290,14.699371,-17.472472,686915,5
3291,47.405602,-120.344228,638096,1
3292,38.99372,-94.112509,976814,1
3293,-30.821011,-51.804255,429331,4
3294,16.404832,100.368538,631688,3
3295,16.068589000000003,103.646699,43791,3
3296,30.365746,-103.697265,16500,1
3297,41.006291999999995,-111.910504,686271,1
3298,44.965708,-93.000089,329991,1
3299,35.146358,136.89758899999998,852958,3
3300,45.998075,-73.419703,474948,1
3301,33.152677000000004,-117.172738,767111,1
3302,37.388267,-122.168566,452083,1
3303,16.926302,43.852911,610015,5
3304,50.104644,45.375626000000004,411248,0
3305,39.356203,-89.06128100000001,92374,1
3306,46.644777000000005,16.050675,606695,0
3307,25.487072,-108.100324,119417,1
3308,40.861385,-75.196578,568015,1
3309,21.858293,-82.792234,542687,1
3310,33.998079,-86.041717,165589,1
3311,11.983048,-86.117896,522752,1
3312,17.17015,21.643027,422181,5
3313,52.264540000000004,-0.896813,167424,0
3314,-1.917011,15.840372,877762,5
3315,35.816023,118.61553500000001,683015,3
3316,6.0384910000000005,80.25676999999999,238936,3
3317,34.365153,132.428253,781367,3
3318,47.422113,-120.273459,716180,1
3319,36.376605,-86.500152,863418,1
3320,51.778459999999995,19.435181,134643,0
3321,-32.85949,-70.640896,398934,4
3322,43.399389,-84.637026,577714,1
3323,35.580326,-97.549959,974251,1
3324,30.789669,-85.237431,685979,1
3325,42.629228000000005,-71.819869,211313,1
3326,21.072611,107.297975,779732,3
3327,31.578819,-84.18589,367486,1
3328,-18.672193,146.19433600000002,843327,2
3329,31.238498999999997,34.82712,410056,0
3330,25.713983,-80.267021,147506,1
3331,16.64806,-9.583397999999999,363170,5
3332,10.380675,77.994811,213192,3
3333,51.859228,143.16758000000002,414047,3
3334,47.424141999999996,-120.362862,11401,1
3335,33.695882,-85.79288299999999,655514,1
3336,15.2762,76.376273,639393,3
3337,10.571624,123.352547,289009,3
3338,22.754181,121.13833000000001,602839,3
3339,42.192448,-87.960726,19395,1
3340,-18.356182,26.504288,168572,5
3341,6.901239,-6.4485980000000005,88821,5
3342,43.345329,52.779899,7660,0
3343,33.635093,-116.30799499999999,855558,1
3344,0.09160599999999999,-76.890298,2222703,4
3345,34.124175,-109.23991699999999,348017,1
3346,30.245227000000003,-92.384671,823646,1
3347,51.633691999999996,-3.960954,429879,0
3348,28.667046000000003,-81.539755,407871,1
3349,61.112063,10.511907,448955,0
3350,35.961129,-89.911384,876590,1
3351,-32.068601,133.638666,270282,2
3352,-19.236922,146.786525,197914,2
3353,38.847846999999994,105.656632,588985,3
3354,5.038688,25.126932999999998,195872,5
3355,30.676796000000003,-92.267492,815248,1
3356,16.696505,-62.22460400000001,365579,4
3357,10.229621,-67.97770799999999,822118,4
3358,30.436265000000002,-95.511661,378968,1
3359,28.660080999999998,-81.546533,393951,1
3360,37.262869,55.201108999999995,371529,0
3361,35.005943,-80.775983,216434,1
3362,-24.20785,-66.337859,257826,4
3363,21.45456,39.801875,303587,5
3364,14.915845000000001,-23.611194,1881,4
3365,39.871565999999994,-86.41435899999999,17450,1
3366,21.320919,103.929889,889586,3
3367,-19.269334,146.778595,2115,2
3368,27.961740999999996,-114.20071899999999,711650,1
3369,44.046174,-116.966544,870675,1
3370,45.33011,-122.95286999999999,289780,1
3371,-19.825276000000002,47.012704,232423,5
3372,-28.616115,16.496461,304600,5
3373,19.879,102.13074,916512,3
3374,15.75809,104.137007,207769,3
3375,34.392252,-118.93496299999998,928329,1
3376,34.697708,-86.692031,368450,1
3377,-4.825591,-42.177673,835095,4
3378,41.429519,-74.175505,315758,1
3379,-22.016061999999998,-47.879842,576979,4
3380,24.84958,-99.58070500000001,218360,1
3381,44.643143,-88.05631600000001,261873,1
3382,47.756009999999996,67.73465300000001,77427,3
3383,39.461285,-81.43802,913385,1
3384,42.304639,-71.088262,302477,1
3385,-27.654761999999998,27.194542,315890,5
3386,11.870156,13.159588000000001,127124,5
3387,40.942772,-74.002022,320041,1
3388,1.977581,33.604189,555744,5
3389,56.13694399999999,10.243068,106532,0
3390,40.134653,44.030153999999996,580543,0
3391,62.529161,-42.216814,451856,1
3392,46.353978000000005,96.242249,980367,3
3393,39.123209,-94.520443,11452,1
3394,29.252044,-96.102289,106614,1
3395,32.294927,-90.010001,969655,1
3396,17.033445999999998,54.08794,663078,5
3397,52.668773,70.420737,458949,3
3398,-5.670583000000001,34.483315000000005,257534,5
3399,-12.788548,45.245728,657449,5
3400,49.753789000000005,-87.000975,867910,1
3401,38.712942,-85.43233000000001,604343,1
3402,-12.957375,-74.24221,268565,4
3403,53.76566700000001,38.136594,72403,0
3404,34.413166,35.863134,906814,0
3405,5.629601999999999,-73.821751,745071,4
3406,30.287421000000002,-92.229591,517603,1
3407,61.272684999999996,73.44315999999999,364970,3
3408,48.291484000000004,72.866625,564052,3
3409,-4.0283739999999995,19.568046,16692,5
3410,46.068397999999995,122.060933,401570,3
3411,-6.760053,38.86701,66398,5
3412,40.772539,30.414655,585695,0
3413,42.477381,-75.04517299999999,709246,1
3414,6.175962,-67.49433,262487,4
3415,34.367818,-80.090878,523288,1
3416,36.689081,-87.396121,49971,1
3417,43.084804999999996,-89.524136,502908,1
3418,42.723281,-88.074023,673265,1
3419,31.596128999999998,114.016374,838096,3
3420,50.635284000000006,36.607284,1647992,0
3421,52.151952,-0.4294,732769,0
3422,3.3641699999999997,31.831546999999997,326081,5
3423,-19.532212,45.469331,127826,5
3424,24.9699,121.215134,513242,3
3425,2.034077,15.225616,46277,5
3426,34.707957,-80.769109,315674,1
3427,35.254666,-89.812387,673785,1
3428,-27.105092,31.210276,570407,5
3429,-31.662460999999997,116.62138,195900,2
3430,40.66239,-74.32504,854887,1
3431,29.88662,-81.300031,924451,1
3432,-22.010792000000002,148.02737199999999,81313,2
3433,36.711786,-101.46921800000001,704065,1
3434,69.732276,170.325658,756968,3
3435,51.472859,140.77633,710448,3
3436,2.838031,-60.67159100000001,596125,4
3437,50.701244,-2.03435,722710,0
3438,12.663967,-0.590226,782948,5
3439,6.879650999999999,73.108968,678430,3
3440,42.487025,22.481787,671446,0
3441,32.909851,-96.576435,299555,1
3442,38.577212,-90.498975,913704,1
3443,38.6409,-121.76096799999999,568609,1
3444,36.413624,139.087026,310950,3
